CODIGO;DEPARTAMENTO;MUNICIPIO;ESTABLECIMIENTO;SUPERVISOR;DIRECTOR;NIVEL;SECTOR;AREA;STATUS;MODALIDAD;JORNADA;PLAN;DEPARTAMENTAL
16-01-1055-46;ALTA VERAPAZ;COBAN;LICEO PREUNIVERSITARIO;NORA LILIANA FIGUEROA HERNÁNDEZ;OSCAR ALFREDO MOLINA CÚ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);ALTA VERAPAZ
16-01-1057-46;ALTA VERAPAZ;COBAN;LICEO PREUNIVERSITARIO;NORA LILIANA FIGUEROA HERNÁNDEZ;ZOILA IMENA LÓPEZ RODAS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ALTA VERAPAZ
16-01-1058-46;ALTA VERAPAZ;COBAN;LICEO PREUNIVERSITARIO;NORA LILIANA FIGUEROA HERNÁNDEZ;ZOILA IMENA LÓPEZ RODAS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);ALTA VERAPAZ
16-01-1059-46;ALTA VERAPAZ;COBAN;CENTRO EDUCATIVO PRIVADO STEPS;EFRAIN CAAL CUC;MARTHA FABIOLA SORIA BOL;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-01-1173-46;ALTA VERAPAZ;COBAN;COLEGIO PARTICULAR MIXTO CARLOS V;JORGE EDUARDO PAQUE LAZARO;--;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-01-1174-46;ALTA VERAPAZ;COBAN;INSTITUTO PRIVADO RAUL CHENAL HEINEMANN;MOISÉS ADRIÁN LÓPEZ PÉREZ;SILVIA BEATRIZ SOTO CHÉN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-01-1175-46;ALTA VERAPAZ;COBAN;INSTITUTO PRIVADO RAUL CHENAL HEINEMANN;MOISÉS ADRIÁN LÓPEZ PÉREZ;SILVIA BEATRIZ SOTO CHÉN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ALTA VERAPAZ
16-01-1176-46;ALTA VERAPAZ;COBAN;INSTITUTO MIXTO PRIVADO SANTO DOMINGO;PATRICIO NAJARRO ASENCIO;AMÉRICA NUILA LUTHER;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;SABATINO;ALTA VERAPAZ
16-01-1312-46;ALTA VERAPAZ;COBAN;COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA;PATRICIO NAJARRO ASENCIO;DANIEL BERNARDO RAMIREZ GONZÁLEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;FIN DE SEMANA;ALTA VERAPAZ
16-01-1390-46;ALTA VERAPAZ;COBAN;LICEO MIGUEL ANGEL ASTURIAS;PATRICIO NAJARRO ASENCIO;JAYRON ARIEL COY CACAO;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;FIN DE SEMANA;ALTA VERAPAZ
16-01-1393-46;ALTA VERAPAZ;COBAN;LICEO PREUNIVERSITARIO DEL NORTE;PATRICIO NAJARRO ASENCIO;ALFREDO RODRIGO PAAU VÁSQUEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;FIN DE SEMANA;ALTA VERAPAZ
16-01-1394-46;ALTA VERAPAZ;COBAN;INSTITUTO PRIVADO MIXTO MONJA BLANCA;MOISÉS ADRIÁN LÓPEZ PÉREZ;EDWIN ARMANDO CATÚN CAAL;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ALTA VERAPAZ
16-01-1401-46;ALTA VERAPAZ;COBAN;COOPERACION MESOAMERICANA PARA EL DESARROLLO Y LA PAZ -COMADEP-;JORGE EDUARDO PAQUE LAZARO;---;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;A DISTANCIA;ALTA VERAPAZ
16-01-1469-46;ALTA VERAPAZ;COBAN;COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA;MOISÉS ADRIÁN LÓPEZ PÉREZ;DANIEL BERNARDO RAMIREZ GONZÁLEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ALTA VERAPAZ
16-01-1491-46;ALTA VERAPAZ;COBAN;COLEGIO LA LIBERTAD;PATRICIO NAJARRO ASENCIO;CHARLIM HAMILTÓN CAAL HERNÁNDEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-01-2156-46;ALTA VERAPAZ;COBAN;COLEGIO PARTICULAR MIXTO IMPERIAL;EFRAIN CAAL CUC;FAREWELL LUTHER OSORIO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-01-2171-46;ALTA VERAPAZ;COBAN;INSTITUTO MIXTO NUEVOS HORIZONTES;PATRICIO NAJARRO ASENCIO;FREDY EMILIO VÁSQUEZ MORALES;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;FIN DE SEMANA;ALTA VERAPAZ
16-01-2302-46;ALTA VERAPAZ;COBAN;INSTITUTO PRIVADO MIXTO MONJA BLANCA;PATRICIO NAJARRO ASENCIO;EDWIN ARMANDO CATÚN CAAL;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;FIN DE SEMANA;ALTA VERAPAZ
16-01-3041-46;ALTA VERAPAZ;COBAN;INSTITUTO DE BACHILLERATO ADS. AL INSTITUTO NORMAL MIXTO DEL NORTE EMILIO ROSALES PONCE;NORA LILIANA FIGUEROA HERNÁNDEZ;VICTOR HUGO DOMÍNGUEZ REYES;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-01-6190-46;ALTA VERAPAZ;COBAN;LICEO MIGUEL ANGEL ASTURIAS;MOISÉS ADRIÁN LÓPEZ PÉREZ;JAYRON ARIEL COY CACAO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-01-6191-46;ALTA VERAPAZ;COBAN;COLEGIO PRIVADO MIXTO TECNOLÓGICO EN INFORMATICA;MOISÉS ADRIÁN LÓPEZ PÉREZ;JORGE SALVADOR JUÁREZ SIERRA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-01-7308-46;ALTA VERAPAZ;COBAN;COLEGIO PARTICULAR MIXTO IMPERIAL;PATRICIO NAJARRO ASENCIO;---;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;NOCTURNA;DIARIO(REGULAR);ALTA VERAPAZ
16-01-8294-46;ALTA VERAPAZ;COBAN;LICEO PREUNIVERSITARIO DEL NORTE;NORA LILIANA FIGUEROA HERNÁNDEZ;OSCAR ALFREDO MOLINA CÚ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);ALTA VERAPAZ
16-01-8317-46;ALTA VERAPAZ;COBAN;LICEO DE COMPUTACION Y EDUCACION PARA EL HOGAR M.B.M.;PATRICIO NAJARRO ASENCIO;MATILDE OCH CACAO;DIVERSIFICADO;PRIVADO;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-01-8331-46;ALTA VERAPAZ;COBAN;LICEO PREUNIVERSITARIO DEL NORTE;NORA LILIANA FIGUEROA HERNÁNDEZ;ZOILA IMENA LÓPEZ RODAS;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ALTA VERAPAZ
16-01-8335-46;ALTA VERAPAZ;COBAN;COLEGIO DE INFORMATICA CENINFAV;MOISÉS ADRIÁN LÓPEZ PÉREZ;MARIA MAGDALENA BOL CU;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-01-9067-46;ALTA VERAPAZ;COBAN;ESCUELA NORMAL DE EDUCACION FISICA;NORA LILIANA FIGUEROA HERNÁNDEZ;BERTA MARIA MENDEZ RODRIGUEZ;DIVERSIFICADO;OFICIAL;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);ALTA VERAPAZ
16-01-9095-46;ALTA VERAPAZ;COBAN;COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA;MOISÉS ADRIÁN LÓPEZ PÉREZ;DANIEL BERNARDO RAMIREZ GONZÁLEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-01-9102-46;ALTA VERAPAZ;COBAN;COLEGIO MIXTO EVANGELICO NAZARENO;NORA LILIANA FIGUEROA HERNÁNDEZ;ANA MARIA YAT COY;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-01-9260-46;ALTA VERAPAZ;COBAN;ESCUELA DE FORMACION AGRICOLA;LOURDES KARINA PACAY YAXCAL;DEBORAH CRISTINA KRESS PONCE;DIVERSIFICADO;OFICIAL;RURAL;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;DIARIO(REGULAR);ALTA VERAPAZ
16-01-9544-46;ALTA VERAPAZ;COBAN;COLEGIO BILINGUE DE INFANTES;EFRAIN CAAL CUC;AURA NATALIA FERNÁNDEZ GARCÍA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-01-9851-46;ALTA VERAPAZ;COBAN;COLEGIO DE INFORMATICA CENINFAV;MOISÉS ADRIÁN LÓPEZ PÉREZ;HÉCTOR VIDAL BOL CÚ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ALTA VERAPAZ
16-01-9897-46;ALTA VERAPAZ;COBAN;COLEGIO PARTICULAR MIXTO VERAPAZ;ARMANDO AUDILIO POP CUCUL;JORGE EDY GUTIERREZ PONCE;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-01-9958-46;ALTA VERAPAZ;COBAN;LICEO DR. RICARDO BRESSANI;EFRAIN CAAL CUC;BELSY CLARIBEL SANTISTEBAN ARCHILA;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);ALTA VERAPAZ
16-02-0013-46;ALTA VERAPAZ;SANTA CRUZ VERAPAZ;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;LOURDES KARINA PACAY YAXCAL;ERIK ROBERTO CÚ POP;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-02-0020-46;ALTA VERAPAZ;SANTA CRUZ VERAPAZ;LICEO SANTA CRUZ;LOURDES KARINA PACAY YAXCAL;AUGUSTO ALEXANDER RAX RODRÍGUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-02-0053-46;ALTA VERAPAZ;SANTA CRUZ VERAPAZ;COLEGIO FUTURO AMANECER;JORGE EDUARDO PAQUE LAZARO;BLANCA FLORIDALMA QUEJ CHIQUIN;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);ALTA VERAPAZ
16-02-0055-46;ALTA VERAPAZ;SANTA CRUZ VERAPAZ;LICEO SANTA CRUZ;LOURDES KARINA PACAY YAXCAL;AUGUSTO ALEXANDER RAX RODRÍGUEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);ALTA VERAPAZ
16-03-0036-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA;ALMA GUNY SILIEZAR CHOCOOJ;SONIA MAGALY YAT DELGADO;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-03-0047-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;LICEO SAN CRISTOBAL;EMILIO RUBÉN CAÁL GUALIB;OTTO ERIK MORÁN CHIQUÍN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ALTA VERAPAZ
16-03-0056-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;INSTITUTO TECNOLOGICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES;EMILIO RUBÉN CAÁL GUALIB;RIGOBERTO HIGINIO SURAM JOM;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-03-0076-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;COLEGIO MIXTO CIENCIAS TECNOLÓGICAS;EMILIO RUBÉN CAAL GUALIB;CARLOS SALVATIERRA SANTOS;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-03-0077-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;COLEGIO MIXTO CIENCIAS TECNOLÓGICAS;EMILIO RUBÉN CAÁL GUALIB;MASSENA OSWALDO SAGASTUME PORTOCARRERO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-03-0082-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;COLEGIO MIXTO CIENCIAS TECNOLÓGICAS;EMILIO RUBÉN CAAL GUALIB;MARCO AUGUSTO JOM CAAL;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-03-0083-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;COLEGIO MIXTO CIENCIAS TECNOLÓGICAS;EMILIO RUBÉN CAAL GUALIB;MARCO AUGUSTO JOM CAAL;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-03-0087-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA CON ORIENTACION EN ARTES Y OFICIOS;EMILIO RUBÉN CAÁL GUALIB;JOEL DAVID LEM SURÁM;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;BILINGUE;MATUTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-03-0088-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;LICEO GALILEO GALILEI;EMILIO RUBÉN CAAL GUALIB;MARCO TULIO DE LA CRUZ MORALES;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;FIN DE SEMANA;ALTA VERAPAZ
16-03-0092-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA;EMILIO RUBÉN CAÁL GUALIB;JUAN GABRIEL CAL SURÁM;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-03-0093-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;"INSTITUTO TECNOLOGICO VOCACIONAL ""MARCO TULIO DE LA CRUZ MORALES""";EMILIO RUBÉN CAÁL GUALIB;RIGOBERTO HIGINIO SURAM JOM;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ALTA VERAPAZ
16-03-0095-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;COLEGIO MIXTO LA PUPILA DEL CIELO;EMILIO RUBÉN CAÁL GUALIB;MARIO RENE CAL SUN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-03-0097-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;COLEGIO MIXTO CIENCIAS TECNOLÓGICAS;EMILIO RUBÉN CAÁL GUALIB;MASSENA OSWALDO SAGASTUME PORTOCARRERO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ALTA VERAPAZ
16-03-0104-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA;EMILIO RUBÉN CAÁL GUALIB;DELMY DAMARIZ CHOC LÓPEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;FIN DE SEMANA;ALTA VERAPAZ
16-03-0105-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA;EMILIO RUBÉN CAÁL GUALIB;JUAN GABRIEL CAL SURÁM;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ALTA VERAPAZ
16-03-0106-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA;EMILIO RUBÉN CAÁL GUALIB;JUAN GABRIEL CAL SURÁM;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;DIARIO(REGULAR);ALTA VERAPAZ
16-03-0108-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;COLEGIO MIXTO CIENCIAS TECNOLÓGICAS;EMILIO RUBÉN CAAL GUALIB;MASSENA OSWALDO SAGASTUME PORTOCARRERO;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;MATUTINA;FIN DE SEMANA;ALTA VERAPAZ
16-03-0109-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;COLEGIO MIXTO CIENCIAS TECNOLÓGICAS;EMILIO RUBÉN CAAL GUALIB;MYNOR WALTER JOM COY;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;NOCTURNA;DIARIO(REGULAR);ALTA VERAPAZ
16-03-0110-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;LICEO GALILEO GALILEI;EMILIO RUBÉN CAÁL GUALIB;MARÍA ANGÉLICA GÓMEZ CHÁVEZ;DIVERSIFICADO;PRIVADO;URBANA;CERRADA TEMPORALMENTE;MONOLINGUE;DOBLE;DIARIO(REGULAR);ALTA VERAPAZ
16-03-0139-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;"INSTITUTO TECNOLÓGICO VOCACIONAL ""MARCO TULIO DE LA CRUZ MORALES""";EMILIO RUBÉN CAÁL GUALIB;RIGOBERTO HIGINIO SURAM JOM;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);ALTA VERAPAZ
16-03-0158-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-;MAXIMILIANO CHUB ICAL;SARA FLORIDALMA CÚ TIUL;DIVERSIFICADO;PRIVADO;RURAL;ABIERTA;BILINGUE;DOBLE;SEMIPRESENCIAL;ALTA VERAPAZ
16-03-0242-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;ESCUELA PRIVADA MIXTA NOCTURNA DE COMERCIO;EMILIO RUBÉN CAAL GUALIB;---;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;NOCTURNA;DIARIO(REGULAR);ALTA VERAPAZ
16-03-0243-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;COLEGIO MIXTO CIENCIAS TECNOLOGICAS;EMILIO RUBÉN CAÁL GUALIB;MASSENA OSWALDO SAGASTUME PORTOCARRERO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);ALTA VERAPAZ
16-03-0245-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA;EMILIO RUBÉN CAÁL GUALIB;JUAN GABRIEL CAL SURÁM;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);ALTA VERAPAZ
16-03-0247-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;LICEO GALILEO GALILEI;EMILIO RUBÉN CAÁL GUALIB;MARÍA ANGÉLICA GÓMEZ CHÁVEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);ALTA VERAPAZ
16-03-0259-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;INSTITUTO TECNOLÓGICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES;EMILIO RUBÉN CAÁL GUALIB;RIGOBERTO HIGINIO SURAM JOM;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-03-0262-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;COLEGIO MIXTO LA PUPILA DEL CIELO;EMILIO RUBÉN CAÁL GUALIB;MARIO RENE CAL SUN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);ALTA VERAPAZ
16-03-0263-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;COLEGIO MIXTO LA PUPILA DEL CIELO;EMILIO RUBÉN CAÁL GUALIB;MARIO RENE CAL SUN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ALTA VERAPAZ
16-03-0265-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;LICEO SAN CRISTÓBAL;EMILIO RUBÉN CAÁL GUALIB;OTTO ERIK MORÁN CHIQUÍN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);ALTA VERAPAZ
16-03-0266-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-;MAXIMILIANO CHUB ICAL;HENRY MANUEL HIDALGO SACBÁ;DIVERSIFICADO;OFICIAL;RURAL;ABIERTA;BILINGUE;DOBLE;DIARIO(REGULAR);ALTA VERAPAZ
16-03-0270-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;COLEGIO DE FORMACIÓN TÉCNICO-PROFESIONAL NEXUS;EMILIO RUBÉN CAÁL GUALIB;MARÍA JOSÉ BEJARANO YAGGI;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-03-0271-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;COLEGIO DE FORMACIÓN TÉCNICO-PROFESIONAL NEXUS;EMILIO RUBÉN CAÁL GUALIB;MARÍA JOSÉ BEJARANO YAGGI;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-03-0272-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;COLEGIO DE FORMACIÓN TÉCNICO-PROFESIONAL NEXUS;EMILIO RUBÉN CAÁL GUALIB;MARÍA JOSÉ BEJARANO YAGGI;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-03-0273-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;COLEGIO DE FORMACIÓN TÉCNICO-PROFESIONAL NEXUS;EMILIO RUBÉN CAAL GUALIB;MARÍA JOSÉ BEJARANO YAGGI;DIVERSIFICADO;PRIVADO;URBANA;CERRADA DEFINITIVAMENTE;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-03-0275-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;COLEGIO DE FORMACIÓN TÉCNICO-PROFESIONAL NEXUS;EMILIO RUBÉN CAÁL GUALIB;MARÍA JOSÉ BEJARANO YAGGI;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;SIN JORNADA;SEMIPRESENCIAL (FIN DE SEMANA);ALTA VERAPAZ
16-03-0282-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;"COLEGIO DE FORMACIÓN TÉCNICO PROFESIONAL ""NEXUS""";EMILIO RUBÉN CAÁL GUALIB;MARÍA JOSÉ BEJARANO YAGGI;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ALTA VERAPAZ
16-03-1388-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;COLEGIO 'MESON';EMILIO RUBÉN CAÁL GUALIB;LUIS EMILIO SOLARES MARROQUIN;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;MATUTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-03-1429-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;LICEO GALILEO GALILEI;EMILIO RUBÉN CAÁL GUALIB;ANA SOFIA LIMA ACEITUNO;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;VESPERTINA;DIARIO(REGULAR);ALTA VERAPAZ
16-03-1520-46;ALTA VERAPAZ;SAN CRISTOBAL VERAPAZ;LICEO GALILEO GALILEI;EMILIO RUBÉN CAÁL GUALIB;MARÍA ANGÉLICA GÓMEZ CHÁVEZ;DIVERSIFICADO;PRIVADO;URBANA;ABIERTA;MONOLINGUE;DOBLE;FIN DE SEMANA;ALTA VERAPAZ
