CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN
01-10-0322-46,01-10-0102,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO LICEO TECNOLOGICO CIUDAD QUETZAL,LOTE 18 MANZANA 1 COLONIA CIUDAD QUETZAL Y LOTES CONTINUOS 1 2 Y 3 MANZANA A COLONIA PORTAL DEL QUETZAL,41082353,VINICIO ARNOLDO NAJERA CARDONA,NANCY PAOLA BOROR LOPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
01-10-0324-46,01-10-0102,GUATEMALA,SAN JUAN SACATEPEQUEZ,INSTITUTO MUNICIPAL TECNOLOGICO JUAN CARLOS PELLECER,LOTE 1 MANZANA 8 BOSQUES DEL QUETZAL SECTOR 4 CIUDAD QUETZAL ALDEA LO DE MEJIA,31999345,VINICIO ARNOLDO NAJERA CARDONA,ANGELA EUGENIA CALLEJAS PAREDES,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-10-0326-46,01-10-0100,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO CRISTIANO OXFORD,LOTES 7 Y 8 MANZANA X2 RESIDENCIALES EL QUETZAL KM 205 CARRETERA A CIUDAD QUETZAL,32761388,SILVIA TERESA MEJIA AJANEL,MARCIA DE JESUS JIMENEZ LOPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-10-0327-46,01-10-0099,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO PRIVADO ENRIQUE NOVELLA ALVARADO,CASERIO LAS TROJES ALDEA CRUZ BLANCA,32101484,MARIA LOURDES BUCARO REYES DE LOPEZ,ALIDA EMELINA LORENZANA VALLE,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-10-0329-46,01-622,GUATEMALA,SAN JUAN SACATEPEQUEZ,CENTRO EDUCATIVO PROFESIONAL INTEGRAL (CEPROIN),ALDEA COMUNIDAD DE RUIZ KM 365 CARRETERA A SAN RAYMUNDO,47395508,MARIA DE LOS ANGELES GONZALEZ ALDANA,NANCY KARINA BAC GUAT,DIVERSIFICADO,PRIVADO,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
01-10-0330-46,01-10-0093,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO MIXTO EN COMPUTACION EMANUEL,CASERIO LOS PAJOQUES SECTOR 3 LOTE 251 ALDEA LOMA ALTA,30327412,JENNIFER MICHEL RIVERA AGUILAR,CELESTINO TURUY PAJOC,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
01-10-0332-46,01-622,GUATEMALA,SAN JUAN SACATEPEQUEZ,CENTRO EDUCATIVO PROFESIONAL INTEGRAL (CEPROIN),ALDEA COMUNIDAD DE RUIZ KM 365 CARRETERA A SAN RAYMUNDO,47395508,MARIA DE LOS ANGELES GONZALEZ ALDANA,NANCY KARINA BAC GUAT,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
01-10-0335-46,01-10-0094,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO INTERCULTURAL MONTUFAR,ALDEA MONTUFAR SECTOR CENTRO LOTE 137 ZONA 0,30053703,MARIA DE LOS ANGELES GONZALEZ ALDANA,MARVIN JHONY SOTO HERRERA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-10-0337-46,01-10-0094,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO INTERCULTURAL MONTUFAR,ALDEA MONTUFAR SECTOR CENTRO LOTE 137 ZONA 0,30053703,MARIA DE LOS ANGELES GONZALEZ ALDANA,GUILLERMINA DEL TRANSITO BAY MAYORGA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA)
01-10-0339-46,01-10-0094,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO INTERCULTURAL MONTUFAR,ALDEA MONTUFAR SECTOR CENTRO LOTE 137 ZONA 0,30053703,MARIA DE LOS ANGELES GONZALEZ ALDANA,GUILLERMINA DEL TRANSITO BAY MAYORGA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
01-10-0341-46,01-10-0101,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO NUEVOS HORIZONTES,MANZANA 1 LOTE 16 COLONIA LA TRINIDAD CIUDAD QUETZAL,40415308,MARIO ALEJANDRO NAJARRO GARCIA SALAS,SERGIO ORLANDO MENDEZ JOCOL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-10-0342-46,01-10-0097,GUATEMALA,SAN JUAN SACATEPEQUEZ,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,SECTOR 5 ALDEA COMUNIDAD DE ZET,48987533,BLONDI ABIGAIL SALAZAR MARROQUIN,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-10-0343-46,01-10-0094,GUATEMALA,SAN JUAN SACATEPEQUEZ,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA MONTUFAR,44658098,MARIA DE LOS ANGELES GONZALEZ ALDANA,MAYRA SUSANA DE LEON COLOMA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-10-0345-46,01-610,GUATEMALA,SAN JUAN SACATEPEQUEZ,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,SECTOR 3 ALDEA SAJCAVILLA,58548818,LESBIA MARICELA COTZOJAY PATZAN,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,RURAL,TEMPORAL NOMBRAMIENTO,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-10-0350-46,01-10-0100,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO CRISTIANO NUEVO BERSHEBA,LOTE 25 MANZANA J RESIDENCIALES EL QUETZAL,55588185,SILVIA TERESA MEJIA AJANEL,JOESSELLENE HAYDEE MUÑOZ MAYEN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
01-10-0351-46,01-10-0102,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO MIXTO TECNOLOGICO TESLA,MANZANA 16 LOTE 6 COLONIA LA TRINIDAD CIUDAD QUETZAL,52432750,VINICIO ARNOLDO NAJERA CARDONA,JUANA DOLORES PIXTUN CHITAY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL
01-10-0352-46,01-10-0102,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO MIXTO TECNOLOGICO TESLA,MANZANA 16 LOTE 6 COLONIA LA TRINIDAD CIUDAD QUETZAL,52432750,VINICIO ARNOLDO NAJERA CARDONA,JUANA DOLORES PIXTUN CHITAY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
01-10-1832-46,NO_ESPECIFICADO,GUATEMALA,SAN JUAN SACATEPEQUEZ,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'SAN JUAN',7A CALLE 4-30 ZONA 4,NO_VALIDO,NO_ESPECIFICADO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
01-10-2671-46,01-10-0096,GUATEMALA,SAN JUAN SACATEPEQUEZ,ESCUELA NACIONAL DE CIENCIAS COMERCIALES,2A CALLE 7-23 ZONA 2,66302732,MIRNA CELESTINA VICENTE CHAJON,MARIA ESTELA BOJ PATZAN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-10-2672-46,NO_ESPECIFICADO,GUATEMALA,SAN JUAN SACATEPEQUEZ,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'CENTRO CULTURAL ABC',2A CALLE 7-08 ZONA 2,NO_VALIDO,NO_ESPECIFICADO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-10-2915-46,01-10-0101,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO NUEVOS HORIZONTES,MANZANA 1 LOTE 16 LA TRINIDAD CIUDAD QUETZAL SAN JUAN SACATEPEQUEZ,40415308,MARIO ALEJANDRO NAJARRO GARCIA SALAS,SERGIO ORLANDO MENDEZ JOCOL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-10-6476-46,NO_ESPECIFICADO,GUATEMALA,SAN JUAN SACATEPEQUEZ,LICEO INTEGRAL CIENTIFICO,ALDEA LO DE MEJIA,NO_VALIDO,NO_ESPECIFICADO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-10-7345-46,01-401,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO PRIVADO VALLE DEL QUETZAL,LOTE 19 MANZANA D SECTOR II; COLONIA VILLA VERDE CIUDAD QUETZAL,66391458,IXMUCANE ALDANA VILLAVICENCIO,CESAR RAMIREZ ROJAS,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA
01-10-7378-46,01-10-0100,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO CRISTIANO LA ESTRELLA,MANZANA 20 LOTES 4 Y 5 COLONIA LA ESTRELLA CIUDAD QUETZAL,58567861,SILVIA TERESA MEJIA AJANEL,MIRNA SUSANA CATALAN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-10-7539-46,01-610,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO MIXTO ATENAS,7A AVE 7-13 ZONA 1,41346708,LESBIA MARICELA COTZOJAY PATZAN,VERONICA UBEDO CARRILLO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-10-7978-46,01-610,GUATEMALA,SAN JUAN SACATEPEQUEZ,LICEO MIXTO YOSHUA (JESUS SALVADOR),LOTE 93 COLONIA VILLA JUAREZ I LO DE CARRANZA,NO_VALIDO,LESBIA MARICELA COTZOJAY PATZAN,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,FIN DE SEMANA
01-10-8250-46,NO_ESPECIFICADO,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO MIXTO LA FE DE MARIA (POR MADUREZ),LOTE 19 MANZANA A COLONIA LINDA VISTA I,52025056,NO_ESPECIFICADO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
01-10-8306-46,NO_ESPECIFICADO,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO DE COMPUTACION CEI - PC,LOTE 7 MANZANA 19 COLONIA TRINIDAD CIUDAD QUETZAL,66392265,NO_ESPECIFICADO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-10-8313-46,01-10-0102,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO DE COMPUTACION CEI-PC,LOTE 19 MANZANA A LINDA VISTA I CIUDAD QUETZAL,66647624,VINICIO ARNOLDO NAJERA CARDONA,JOSE DOMINGO PEREZ MESIAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-10-8534-46,01-622,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO ECOLOGICO DE GUATEMALA,KM 375 ALDEA COMUNIDAD DE RUIZ,52939867,MARIA DE LOS ANGELES GONZALEZ ALDANA,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-10-8717-46,01-401,GUATEMALA,SAN JUAN SACATEPEQUEZ,CENTRO EDUCATIVO UTZILAL,MANZANA D LOTE 15 SECTOR I VILLA VERDE,58088939,IXMUCANE ALDANA VILLAVICENCIO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,RURAL,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,FIN DE SEMANA
01-10-8829-46,01-401,GUATEMALA,SAN JUAN SACATEPEQUEZ,LICEO TECNOLOGICO BAUTISTA,GRANJA 2 Y 3 MANZANA 6 COLONIA LA ESTRELLA CIUDAD QUETZAL,53070705,IXMUCANE ALDANA VILLAVICENCIO,OSCAR RODOLFO GARZA GARCIA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
01-10-9016-46,01-10-0102,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO MIXTO JARDINES DE SAN GABRIEL,SECTOR B CASAS 7 Y 8 CONDOMINIO JARDINES DE SAN GABRIEL CARRETERA A CIUDAD QUETZAL KM 225,44947559,VINICIO ARNOLDO NAJERA CARDONA,MADELINE LORENA SANDOVAL LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-10-9036-46,01-410,GUATEMALA,SAN JUAN SACATEPEQUEZ,INSTITUTO PRIVADO DE EDUCACION BASICA CIUDAD QUETZAL (MADUREZ),LOTIFICACION LAS FUENTES CIUDAD QUETZAL,55137300,CEDWIN EUGENIO CRUZ BUCARO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA
01-10-9037-46,01-403,GUATEMALA,SAN JUAN SACATEPEQUEZ,INSTITUTO PRIVADO DE EDUCACION BASICA CIUDAD QUETZAL,LOTIFICACION LAS FUENTES CIUDAD QUETZAL,55137300,CARLOS HUMBERTO GONZALEZ DE LEON,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA
01-10-9211-46,01-610,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO MIXTO ATENAS,7A AVENIDA 7-13 ZONA 1,41346708,LESBIA MARICELA COTZOJAY PATZAN,VERONICA UBEDO CARRILLO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-10-9529-46,01-410,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO MIXTO ATENAS,7A AVENIDA 7-13 ZONA 1,66302972|57250943|55017662,CEDWIN EUGENIO CRUZ BUCARO,VERONICA UBEDO CARRILLO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
01-10-9530-46,01-410,GUATEMALA,SAN JUAN SACATEPEQUEZ,COLEGIO MIXTO ATENAS,5TA AVENIDA 6-13 ZONA 3,41346708,CEDWIN EUGENIO CRUZ BUCARO,MONICA ADELINA CABRERA GARCIA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
01-10-9545-46,01-410,GUATEMALA,SAN JUAN SACATEPEQUEZ,CENTRO DE COMPUTACION CEI-PC,LOTE 19 MANZANA A LINDA VISTA I,58662894,CEDWIN EUGENIO CRUZ BUCARO,JOSE LUIS VEGA GUEVARA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
01-10-9556-46,01-605,GUATEMALA,SAN JUAN SACATEPEQUEZ,ESCUELA POLITECNICA,ALDEA COMUNIDAD DE RUIZ,NO_VALIDO,EVERILDA HERNANDEZ MARROQUIN DE LORENZANA,JORGE GRANADOS GUZMAN,DIVERSIFICADO,OFICIAL,RURAL,TEMPORAL TITULOS,MONOLINGUE,DOBLE,DIARIO(REGULAR)
01-10-9639-46,01-10-0096,GUATEMALA,SAN JUAN SACATEPEQUEZ,LICEO CIENTIFICO SAN JUAN BAUTISTA,2A CALLE 2-10 ZONA 3,66302406,MIRNA CELESTINA VICENTE CHAJON,PEDRO HERNANDEZ CHURUMIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
01-10-9640-46,01-409,GUATEMALA,SAN JUAN SACATEPEQUEZ,LICEO CIENTIFICO SAN JUAN BAUTISTA,2A CALLE 2-10 ZONA 3,34691697,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,PEDRO HERNANDEZ CHURUMIA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
01-11-0007-46,01-11-0105,GUATEMALA,SAN RAYMUNDO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,5A CALLE FINAL 7-80 ZONA 2,34362220,RONY ESTUARDO AREVALO CASTILLO,GLORIA MARINA SUBUYUJ RAXON,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-11-0019-46,01-11-0105,GUATEMALA,SAN RAYMUNDO,COLEGIO EVANGELICO BELEN,3A AVENIDA 6-20 ZONA 1,66308985,RONY ESTUARDO AREVALO CASTILLO,ELIZABETH AJVIX LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-11-0022-46,01-410,GUATEMALA,SAN RAYMUNDO,COLEGIO EVANGELICO BELEN,6A CALLE 2-14,66308985,CEDWIN EUGENIO CRUZ BUCARO,ELIZABETH AJVIX LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
01-11-0033-46,01-11-0105,GUATEMALA,SAN RAYMUNDO,COLEGIO EVANGELICO BELEN,6TA CALLE 2-14 SAN RAYMUNDO,66308985,RONY ESTUARDO AREVALO CASTILLO,ELIZABETH AJVIX LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
01-11-0034-46,01-613,GUATEMALA,SAN RAYMUNDO,LICEO CENTROAMERICANO,10A CALLE 6-51 ZONA 1,66308982,RONY ESTUARDO AREVALO CASTILLO,MARIO SALVADOR CORZO ROJAS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR)
01-11-0039-46,01-11-0104,GUATEMALA,SAN RAYMUNDO,COLEGIO CRISTIANO MAÑANA GLORIOSA,ALDEA LLANO DE LA VIRGEN,51663394,MANUEL ARMANDO GARCIA CORZO,HEYSON EDMUNDO MANZO BHOR,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-11-0041-46,01-11-0105,GUATEMALA,SAN RAYMUNDO,COLEGIO MIXTO EL JARDIN,1RA CALLE 7-16 ZONA 2,66308764,RONY ESTUARDO AREVALO CASTILLO,CARMEN ELIZABETH VARGAS GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-11-0050-46,01-11-0105,GUATEMALA,SAN RAYMUNDO,LICEO CENTROAMERICANO,10 CALLE 6-51 ZONA 1 SAN RAYMUNDO,46338808,RONY ESTUARDO AREVALO CASTILLO,FERNANDO BERNAVE AGUILAR CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
01-11-0051-46,01-11-0105,GUATEMALA,SAN RAYMUNDO,CORNERSTONE INTERNATIONAL SCHOOL,9A AVENIDA 2-82 ZONA 0,66308223,RONY ESTUARDO AREVALO CASTILLO,MANUEL ALBERTO CLAVERIA ROLDAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-11-0054-46,01-11-0104,GUATEMALA,SAN RAYMUNDO,COLEGIO CRISTIANO MAÑANA GLORIOSA,ALDEA LLANO DE LA VIRGEN,51663394,MANUEL ARMANDO GARCIA CORZO,HEYSON EDMUNDO MANZO BHOR,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-11-0056-46,01-11-0105,GUATEMALA,SAN RAYMUNDO,LICEO CENTROAMERICANO,10A CALLE 6-51 ZONA 1 SAN RAYMUNDO,46338808,RONY ESTUARDO AREVALO CASTILLO,FERNANDO BERNAVE AGUILAR CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
01-11-0058-46,01-11-0105,GUATEMALA,SAN RAYMUNDO,COLEGIO EVANGELICO BELEN,3ERA AVENIDA 6-20 ZONA 1,66308985,RONY ESTUARDO AREVALO CASTILLO,ELIZABETH AJVIX LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
01-11-0061-46,01-613,GUATEMALA,SAN RAYMUNDO,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA LLANO DE LA VIRGEN,NO_VALIDO,RONY ESTUARDO AREVALO CASTILLO,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,RURAL,TEMPORAL NOMBRAMIENTO,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-11-0062-46,01-613,GUATEMALA,SAN RAYMUNDO,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA ESTANCIA DE LA VIRGEN,NO_VALIDO,RONY ESTUARDO AREVALO CASTILLO,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,RURAL,TEMPORAL NOMBRAMIENTO,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-11-0063-46,01-613,GUATEMALA,SAN RAYMUNDO,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA EL CIPRES CASERIO CERRO LA GRANADILLA,30155024,RONY ESTUARDO AREVALO CASTILLO,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,RURAL,TEMPORAL NOMBRAMIENTO,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-11-0064-46,01-613,GUATEMALA,SAN RAYMUNDO,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA LA CIENAGA,NO_VALIDO,RONY ESTUARDO AREVALO CASTILLO,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,RURAL,TEMPORAL NOMBRAMIENTO,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-11-0065-46,01-613,GUATEMALA,SAN RAYMUNDO,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA LA CIENAGA ALDEA,NO_VALIDO,RONY ESTUARDO AREVALO CASTILLO,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,RURAL,TEMPORAL NOMBRAMIENTO,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-11-2679-46,01-11-0105,GUATEMALA,SAN RAYMUNDO,ESCUELA NACIONAL DE CIENCIAS COMERCIALES,5A CALLE FINAL 7-80 ZONA 2,30732788,RONY ESTUARDO AREVALO CASTILLO,HITALO ALEXANDER ROJAS ESQUIVEL,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-11-4000-46,NO_ESPECIFICADO,GUATEMALA,SAN RAYMUNDO,ESCUELA DE CIENCIAS COMERCIALES ADSCRITO AL INEB,5TA CALLE FINAL 7-80 ZONA 2,NO_VALIDO,NO_ESPECIFICADO,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-11-9116-46,01-410,GUATEMALA,SAN RAYMUNDO,LICEO CENTROAMERICANO,10A CALLE 6-51 ZONA 1,66308982,CEDWIN EUGENIO CRUZ BUCARO,FERNANDO BERNAVE AGUILAR CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
01-11-9474-46,01-11-0105,GUATEMALA,SAN RAYMUNDO,LICEO CENTROAMERICANO,10 CALLE 6-51 ZONA 1 SAN RAYMUNDO,46338808,RONY ESTUARDO AREVALO CASTILLO,MARIO SALVADOR CORZO ROJAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
01-11-9475-46,01-613,GUATEMALA,SAN RAYMUNDO,COLEGIO MIXTO SAN RAYMUNDO,2A AVENIDA 9-35 ZONA 1,55985805|56929038,RONY ESTUARDO AREVALO CASTILLO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-11-9566-46,01-11-0105,GUATEMALA,SAN RAYMUNDO,ESCUELA NACIONAL DE FORMACION SECRETARIAL ADSCRITA A LA ESCUELA NACIONAL DE CIENCIAS COMERCIALES,5A CALLE FINAL 7-80 ZONA 2 SAN RAYMUNDO,55688282,RONY ESTUARDO AREVALO CASTILLO,SILVIA NOEMI YOC PULUC,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
01-12-0004-46,01-614,GUATEMALA,CHUARRANCHO,INSTITUTO DIVERSIFICADO POR COOPERATIVA,CALLE PRINCIPAL DEL CANTON CENTRAL,NO_VALIDO,JERVIN ARSENIO FIGUEROA DUBON,EDDI ROLANDO VELIZ TOBAR,DIVERSIFICADO,COOPERATIVA,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
