,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN
74,16-01-1001-46,16-01-0923,ALTA VERAPAZ,COBAN,LICEO DR. RICARDO BRESSANI,A AVENIDA  ZONA,['79521633'],EFRAIN CAAL CUC,BELSY CLARIBEL SANTISTEBAN ARCHILA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,VIRTUAL A DISTANCIA
75,16-01-1002-46,16-01-0923,ALTA VERAPAZ,COBAN,COLEGIO CRISTIANO ELIM,DIAGONAL   ZONA,['55246701'],EFRAIN CAAL CUC,SELVIN DARIO ROSALES AGUIRRE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
76,16-01-1005-46,16-01-0924,ALTA VERAPAZ,COBAN,LICEO CHAAB'IL B'E,A AVENIDA  ZONA,['56969292'],MOISES ADRIAN LOPEZ PEREZ,ALLAN NOEL MACZ CHIQUIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,VIRTUAL A DISTANCIA
77,16-01-1008-46,16-01-0924,ALTA VERAPAZ,COBAN,COLEGIO HISPANOAMERICANO,A AVENIDA  ZONA,['77738763'],MOISES ADRIAN LOPEZ PEREZ,OCTAVIO ISMAEL BATZ CHOC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
78,16-01-1009-46,16-01-0926,ALTA VERAPAZ,COBAN,COLEGIO BILINGUE BET-LUZ,A CALLE  ZONA,['45379823'],JOSE ARTURO CHOC CHEN,CELESTE LETICIA YAT MACZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
79,16-01-1041-46,16-01-0938,ALTA VERAPAZ,COBAN,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA COPAL AA LA ESPERANZA,['49480355'],NELSON OMAR TENI BREMER,ENEIDA YASMIRA YAT LEAL,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR)
80,16-01-1042-46,16-01-0930,ALTA VERAPAZ,COBAN,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA NUEVO AQUIL,['33015360'],PATRICIO NAJARRO ASENCIO,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR)
81,16-01-1043-46,16-005,ALTA VERAPAZ,COBAN,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,DIAGONAL   AVENIDA DE LA ZONA,['31345383'],LOURDES KARINA PACAY YAXCAL,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,URBANA,TEMPORAL NOMBRAMIENTO,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
82,16-01-1046-46,16-01-0939,ALTA VERAPAZ,COBAN,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CASERIO SANTA LUCIA LACHUA,['57226256'],AQUILES GEOVANI BAC GUEVARA,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR)
83,16-01-1047-46,16-01-0940,ALTA VERAPAZ,COBAN,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CASERIO SAN LUIS VISTA HERMOSA,['47821896'],WENDY ROSMERY CATUN CUC DE AC,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR)
84,16-01-1048-46,16-01-0924,ALTA VERAPAZ,COBAN,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,AVENIDA  ZONA,['54545436'],MOISES ADRIAN LOPEZ PEREZ,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
85,16-01-1051-46,16-01-0924,ALTA VERAPAZ,COBAN,LICEO GUATEMALTECO 502,A CALLE  ZONA,['55104024'],MOISES ADRIAN LOPEZ PEREZ,MANUEL DE JESUS CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
86,16-01-1055-46,16-01-0925,ALTA VERAPAZ,COBAN,LICEO PREUNIVERSITARIO,A AVENIDA  ZONA,['49745753'],NORA LILIANA FIGUEROA HERNANDEZ,OSCAR ALFREDO MOLINA CU,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
87,16-01-1057-46,16-01-0925,ALTA VERAPAZ,COBAN,LICEO PREUNIVERSITARIO,A AVENIDA  ZONA,['49745753'],NORA LILIANA FIGUEROA HERNANDEZ,ZOILA IMENA LOPEZ RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
88,16-01-1058-46,16-01-0925,ALTA VERAPAZ,COBAN,LICEO PREUNIVERSITARIO,A AVENIDA  ZONA,['49745753'],NORA LILIANA FIGUEROA HERNANDEZ,ZOILA IMENA LOPEZ RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
89,16-01-1059-46,16-01-0923,ALTA VERAPAZ,COBAN,CENTRO EDUCATIVO PRIVADO STEPS,A CALLE  ZONA,['40475484'],EFRAIN CAAL CUC,MARTHA FABIOLA SORIA BOL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
90,16-01-1172-46,16-006,ALTA VERAPAZ,COBAN,COLEGIO PARTICULAR MIXTO CARLOS V,A CALLE  ZONA  PERIFERICO SUR COBAN,['NO_VALIDO'],JORGE EDUARDO PAQUE LAZARO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA
91,16-01-1173-46,16-006,ALTA VERAPAZ,COBAN,COLEGIO PARTICULAR MIXTO CARLOS V,A CALLE  ZONA  PERIFERICO SUR COBAN,['NO_VALIDO'],JORGE EDUARDO PAQUE LAZARO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
92,16-01-1174-46,16-01-0924,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO RAUL CHENAL HEINEMANN,A CALLE  ZONA,['79511991'],MOISES ADRIAN LOPEZ PEREZ,SILVIA BEATRIZ SOTO CHEN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
93,16-01-1175-46,16-01-0924,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO RAUL CHENAL HEINEMANN,TA CALLE  ZONA,['79511991'],MOISES ADRIAN LOPEZ PEREZ,SILVIA BEATRIZ SOTO CHEN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
94,16-01-1176-46,16-031,ALTA VERAPAZ,COBAN,INSTITUTO MIXTO PRIVADO SANTO DOMINGO,A CALLE  ZONA,['79529830'],PATRICIO NAJARRO ASENCIO,AMERICA NUILA LUTHER,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,SABATINO
95,16-01-1177-46,16-006,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO MIXTO SANTO DOMINGO,A CALLE  ZONA,['77231494'],JORGE EDUARDO PAQUE LAZARO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,SABATINO
96,16-01-1259-46,16-006,ALTA VERAPAZ,COBAN,INSTITUTO DE TURISMO Y AVIACION DEL NORTE ITAN,A AVENIDA  ZONA,['58633599'],JORGE EDUARDO PAQUE LAZARO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
97,16-01-1312-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA,A CALLE  ZONA,['79511459'],PATRICIO NAJARRO ASENCIO,DANIEL BERNARDO RAMIREZ GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,FIN DE SEMANA
98,16-01-1313-46,16-006,ALTA VERAPAZ,COBAN,COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA,A CALLE  ZONA,['79511459'],JORGE EDUARDO PAQUE LAZARO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
99,16-01-1390-46,16-031,ALTA VERAPAZ,COBAN,LICEO MIGUEL ANGEL ASTURIAS,A CALLE  ZONA,['79511103'],PATRICIO NAJARRO ASENCIO,JAYRON ARIEL COY CACAO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA
100,16-01-1393-46,16-031,ALTA VERAPAZ,COBAN,LICEO PREUNIVERSITARIO DEL NORTE,A CALLE  ZONA,['79417346'],PATRICIO NAJARRO ASENCIO,ALFREDO RODRIGO PAAU VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,FIN DE SEMANA
101,16-01-1394-46,16-01-0924,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO MIXTO MONJA BLANCA,DIAGONAL   ZONA,['79513896'],MOISES ADRIAN LOPEZ PEREZ,EDWIN ARMANDO CATUN CAAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
102,16-01-1401-46,16-006,ALTA VERAPAZ,COBAN,COOPERACION MESOAMERICANA PARA EL DESARROLLO Y LA PAZ -COMADEP-,COBAN,['52182313'],JORGE EDUARDO PAQUE LAZARO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,A DISTANCIA
103,16-01-1468-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO NUESTRA SEÑORA DE LA ESPERANZA,COLONIA EL ESFUERZO I ZONA,['79510207'],PATRICIO NAJARRO ASENCIO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
104,16-01-1469-46,16-01-0924,ALTA VERAPAZ,COBAN,COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA,A CALLE  ZONA,['79511459'],MOISES ADRIAN LOPEZ PEREZ,DANIEL BERNARDO RAMIREZ GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
105,16-01-1491-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO LA LIBERTAD,BARRIO LA LIBERTAD ZONA,['79511439'],PATRICIO NAJARRO ASENCIO,CHARLIM HAMILTON CAAL HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
106,16-01-2156-46,16-01-0923,ALTA VERAPAZ,COBAN,COLEGIO PARTICULAR MIXTO IMPERIAL,A CALLE  ZONA,['57101061'],EFRAIN CAAL CUC,FAREWELL LUTHER OSORIO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
107,16-01-2171-46,16-031,ALTA VERAPAZ,COBAN,INSTITUTO MIXTO NUEVOS HORIZONTES,A AVENIDA  ZONA,['NO_VALIDO'],PATRICIO NAJARRO ASENCIO,FREDY EMILIO VASQUEZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA
108,16-01-2301-46,NO_ESPECIFICADO,ALTA VERAPAZ,COBAN,INSTITUTO NORMAL PREPRIMARIA BILINGUE ADSCRITO AL INSTITUTO NORMAL MIXTO DEL NORTE 'EMILIO ROSALES PONCE',A CALLE  ZONA,['NO_VALIDO'],NO_ESPECIFICADO,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
109,16-01-2302-46,16-031,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO MIXTO MONJA BLANCA,DIAGONAL   ZONA,['79513896'],PATRICIO NAJARRO ASENCIO,EDWIN ARMANDO CATUN CAAL,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA
110,16-01-2947-46,NO_ESPECIFICADO,ALTA VERAPAZ,COBAN,INSTITUTO PRIVADO BASICO Y BACHILLERATO POR MADUREZ 'CARLOS V',A CALLE  ZONA,['NO_VALIDO'],NO_ESPECIFICADO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
111,16-01-3041-46,16-01-0925,ALTA VERAPAZ,COBAN,INSTITUTO DE BACHILLERATO ADS. AL INSTITUTO NORMAL MIXTO DEL NORTE EMILIO ROSALES PONCE,AVENIDA  ZONA,['54457786'],NORA LILIANA FIGUEROA HERNANDEZ,VICTOR HUGO DOMINGUEZ REYES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
112,16-01-6190-46,16-01-0924,ALTA VERAPAZ,COBAN,LICEO MIGUEL ANGEL ASTURIAS,A CALLE  ZONA,['79511103'],MOISES ADRIAN LOPEZ PEREZ,JAYRON ARIEL COY CACAO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
113,16-01-6191-46,16-01-0924,ALTA VERAPAZ,COBAN,COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA,A CALLE  ZONA,['79511459'],MOISES ADRIAN LOPEZ PEREZ,JORGE SALVADOR JUAREZ SIERRA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
114,16-01-7308-46,16-031,ALTA VERAPAZ,COBAN,COLEGIO PARTICULAR MIXTO IMPERIAL,A CALLE  ZONA,['79514226'],PATRICIO NAJARRO ASENCIO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
115,16-01-8294-46,16-01-0925,ALTA VERAPAZ,COBAN,LICEO PREUNIVERSITARIO DEL NORTE,A AVENIDA  BARRIO LA LIBERTAD ZONA,['49745753'],NORA LILIANA FIGUEROA HERNANDEZ,OSCAR ALFREDO MOLINA CU,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
116,16-01-8317-46,16-031,ALTA VERAPAZ,COBAN,LICEO DE COMPUTACION Y EDUCACION PARA EL HOGAR M.B.M.,AV  ZONA,['79513444'],PATRICIO NAJARRO ASENCIO,MATILDE OCH CACAO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
117,16-01-8331-46,16-01-0925,ALTA VERAPAZ,COBAN,LICEO PREUNIVERSITARIO DEL NORTE,A AVENIDA  BARRIO LA LIBERTAD ZONA,['49745753'],NORA LILIANA FIGUEROA HERNANDEZ,ZOILA IMENA LOPEZ RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
118,16-01-8335-46,16-01-0924,ALTA VERAPAZ,COBAN,COLEGIO DE INFORMATICA CENINFAV,AV  ZONA,['79545566'],MOISES ADRIAN LOPEZ PEREZ,MARIA MAGDALENA BOL CU,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
119,16-01-8337-46,NO_ESPECIFICADO,ALTA VERAPAZ,COBAN,COLEGIO DE INFORMATICA CENINFAV,AV A CALLE DE LA ZONA,['NO_VALIDO'],NO_ESPECIFICADO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
120,16-01-8813-46,25-000,ALTA VERAPAZ,COBAN,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA (IGER),NO_ESPECIFICADO,['NO_VALIDO'],SONIA HAYDEE REYES MONTERROSO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,A DISTANCIA
121,16-01-8849-46,NO_ESPECIFICADO,ALTA VERAPAZ,COBAN,INSTITUTO NORMAL PRIMARIA BILINGUE INTERCULTURAL ADS. AL INSTITUTO EMILIO ROSALES PONCE,A AVE  ZONA,['79521468'],NO_ESPECIFICADO,NO_ESPECIFICADO,DIVERSIFICADO,OFICIAL,URBANA,CERRADA DEFINITIVAMENTE,BILINGUE,VESPERTINA,DIARIO(REGULAR)
122,16-01-9067-46,16-01-0925,ALTA VERAPAZ,COBAN,ESCUELA NORMAL DE EDUCACION FISICA,CALZADA RABIN AJAU ZONA,['48521191'],NORA LILIANA FIGUEROA HERNANDEZ,BERTA MARIA MENDEZ RODRIGUEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
123,16-01-9095-46,16-01-0924,ALTA VERAPAZ,COBAN,COLEGIO PRIVADO MIXTO TECNOLOGICO EN INFORMATICA,A CALLE  ZONA,['79511459'],MOISES ADRIAN LOPEZ PEREZ,DANIEL BERNARDO RAMIREZ GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
124,16-01-9102-46,16-01-0925,ALTA VERAPAZ,COBAN,COLEGIO MIXTO EVANGELICO NAZARENO,A CALLE  ZONA  CERRITO EL CARACOL COBAN,['79511866'],NORA LILIANA FIGUEROA HERNANDEZ,ANA MARIA YAT COY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
125,16-01-9260-46,16-005,ALTA VERAPAZ,COBAN,ESCUELA DE FORMACION AGRICOLA,FINCA SAN JOSE LA COLONIA,['52191386'],LOURDES KARINA PACAY YAXCAL,DEBORAH CRISTINA KRESS PONCE,DIVERSIFICADO,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR)
126,16-01-9544-46,16-01-0923,ALTA VERAPAZ,COBAN,COLEGIO BILINGUE DE INFANTES,A CALLE  ZONA,['33836377'],EFRAIN CAAL CUC,AURA NATALIA FERNANDEZ GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
127,16-01-9851-46,16-01-0924,ALTA VERAPAZ,COBAN,COLEGIO DE INFORMATICA CENINFAV,AV  ZONA,['79521765'],MOISES ADRIAN LOPEZ PEREZ,HECTOR VIDAL BOL CU,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
128,16-01-9897-46,16-01-0927,ALTA VERAPAZ,COBAN,COLEGIO PARTICULAR MIXTO VERAPAZ,KM ENTRADA A COBAN,['53662146'],ARMANDO AUDILIO POP CUCUL,JORGE EDY GUTIERREZ PONCE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
129,16-01-9956-46,16-031,ALTA VERAPAZ,COBAN,LICEO PREUNIVERSITARIO DEL NORTE,A CALLE  ZONA,['79514754'],PATRICIO NAJARRO ASENCIO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
130,16-01-9958-46,16-01-0923,ALTA VERAPAZ,COBAN,LICEO DR. RICARDO BRESSANI,A AVENIDA  ZONA,['79521920'],EFRAIN CAAL CUC,BELSY CLARIBEL SANTISTEBAN ARCHILA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
131,16-01-9991-46,16-031,ALTA VERAPAZ,COBAN,ASOCIACION DE MAESTROS DE EDUCACION RURAL DE GUATEMALA (AMERG),TA AVENIDA  ZONA,['79520175'],PATRICIO NAJARRO ASENCIO,NO_ESPECIFICADO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,BILINGUE,DOBLE,FIN DE SEMANA
132,16-02-0013-46,16-02-0941,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO SANTA ELENA,['57767683'],LOURDES KARINA PACAY YAXCAL,ERIK ROBERTO CU POP,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
133,16-02-0018-46,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,NO_ESPECIFICADO,BARRIO SANTA ELENA,['79520889'],JORGE EDUARDO PAQUE LAZARO,,DIVERSIFICADO,OFICIAL,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
134,16-02-0020-46,16-02-0941,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,LICEO SANTA CRUZ,CALLE  DE MAYO  ZONA  BARRIO SANTO TOMAS,['42035694'],LOURDES KARINA PACAY YAXCAL,AUGUSTO ALEXANDER RAX RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
135,16-02-0053-46,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,COLEGIO FUTURO AMANECER,CALLE  DE MAYO  ZONA,['59984909'],JORGE EDUARDO PAQUE LAZARO,BLANCA FLORIDALMA QUEJ CHIQUIN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
136,16-02-0055-46,16-02-0941,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,LICEO SANTA CRUZ,CALLE  DE MAYO  BARRIO SANTO TOMAS,['42035694'],LOURDES KARINA PACAY YAXCAL,AUGUSTO ALEXANDER RAX RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA)
137,16-03-0036-46,16-03-0945,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,BARRIO CHIYUC,['53479018'],ALMA GUNY SILIEZAR CHOCOOJ,SONIA MAGALY YAT DELGADO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
138,16-03-0047-46,16-03-0944,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO SAN CRISTOBAL,A CALLE  ZONA  BARRIO SANTA ANA SAN CRISTOBAL VERAPAZ,['57332422'],EMILIO RUBEN CAAL GUALIB,OTTO ERIK MORAN CHIQUIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
139,16-03-0056-46,16-03-0944,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INSTITUTO TECNOLOGICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES,A CALLE ZONA  BARRIO SAN FELIPE,['79504929'],EMILIO RUBEN CAAL GUALIB,RIGOBERTO HIGINIO SURAM JOM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
140,16-03-0076-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO CIENCIAS TECNOLOGICAS,A CALLE  ZONA  BARRIO SAN SEBASTIAN,['44848051'],EMILIO RUBEN CAAL GUALIB,CARLOS SALVATIERRA SANTOS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
141,16-03-0077-46,16-03-0944,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO CIENCIAS TECNOLOGICAS,A CALLE  ZONA  BARRIO SAN SEBASTIAN,['41705134'],EMILIO RUBEN CAAL GUALIB,MASSENA OSWALDO SAGASTUME PORTOCARRERO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
142,16-03-0082-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO CIENCIAS TECNOLOGICAS,A CALLE  ZONA  BARRIO SAN SEBASTIAN,['59070869'],EMILIO RUBEN CAAL GUALIB,MARCO AUGUSTO JOM CAAL,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
143,16-03-0083-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,COLEGIO MIXTO CIENCIAS TECNOLOGICAS,A CALLE  ZONA  BARRIO SAN SEBASTIAN,['59070869'],EMILIO RUBEN CAAL GUALIB,MARCO AUGUSTO JOM CAAL,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
144,16-03-0087-46,16-03-0944,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA CON ORIENTACION EN ARTES Y OFICIOS,CASERIO PANTOCAN,['49179398'],EMILIO RUBEN CAAL GUALIB,JOEL DAVID LEM SURAM,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR)
145,16-03-0088-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO GALILEO GALILEI,A CALLE A AVENIDA ZONA  BARRIO SAN SEBASTIAN,['45160662'],EMILIO RUBEN CAAL GUALIB,MARCO TULIO DE LA CRUZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
146,16-03-0092-46,16-03-0944,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA,ª AVENIDA ENTRE O Y  CALLE ZONA  BARRIO SAN FELIPE,['31479184'],EMILIO RUBEN CAAL GUALIB,JUAN GABRIEL CAL SURAM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
